slot,block_time,tx_signature,token_mint_a,token_mint_b,token_vault_a,token_vault_b,num_swaps,token_amount_a,token_amount_b,pre_balance_a,pre_balance_b,post_balance_a,post_balance_b,decimals_a,decimals_b,token_price_a,token_price_b,token_ema_a,token_ema_b
372008873,1759927068,5WibCh65ymTzjHaWRpycHSePeYU7toTURYZxSL4y5HKCKJnYGLkSR3117Grw2CGBeXQh2x64g2mPkg1n33NNrpHn,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16576338.880206,15775913.418593,16584352.717613,15781750.069791,6,6,0.99971845,0.99981721,0.9997384,0.9997894900000001
372008007,1759926726,LqbU7E9q4VWFHhuCEV747GbvPQv37FijbxHvtezF3xCtLM1brbvXbsgnjA8r7dTBFbwvPjYwk1E92emtvUzdHEC,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16576337.611206,15775914.687606,16576338.880206,15775913.418593,6,6,0.99974686,0.99977304,0.99973931,0.9997883000000001
372007256,1759926428,4hJqTFt4jmLfkpwS98MQjqDC8dUkQHbyFoqvtHg7s5QCePnF3AaNFK7AkVanQCxr4XgXw4Z95N24FnGuwu1q3U9X,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16576338.843938,15775913.454613,16576337.611206,15775914.687606,6,6,0.99973583,0.99977649,0.9997393800000001,0.99979195
372006340,1759926061,2DDkfRJ5StdzXGcMZXdb4YRmbLZ7S7MduQu5y1HEyg8mFqunD9cxeivimwG7dsursKGAQoYZCkc5FVhPQDDidfRF,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16576335.642103,15775916.656481,16576338.843938,15775913.454613,6,6,0.99969332,0.9997858900000001,0.99973908,0.9997911
372005996,1759925927,3wYopSqndLqBf73V5uUsithT635GpKSpYAB2bfZhrAKH946nSDadWHorZaxxsnfZNhk6aoZTcSPCPUiKBQFUwo9X,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617248.729965,15734995.013987,16576335.642103,15775916.656481,6,6,0.99971995,0.9997897,0.99974059,0.99979127
372005891,1759925884,26y16CVwDTZr4MzrCZpMjYdZvfMt6bcWVTWoYSTMNJSKsbgojp91QSNXRBQywuQGTu46wVy6wHbXekWEW5zW9CFX,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617246.857869,15734996.886096,16617248.729965,15734995.013987,6,6,0.99969611,0.9997624,0.9997411900000001,0.9997913900000001
372005635,1759925784,39kvcoU7NAtrdPeGbBBatD6kG6FmWQKybPL4ooaSc9kWnXzjV7pPKZB8XhqKtkzeWN7uBLueDC8zDJKGgHhbKMN9,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617246.41423,15734997.329737,16617246.857869,15734996.886096,6,6,0.9996998500000001,0.99977732,0.9997422100000001,0.99979205
372005453,1759925713,4pn5zMweccJn7m4ay1URrdkpKNewif6HBYSt4RTHY9R4tECqGT1kPFC7ETiC9P3Hh4F3jvnWLgoEK5hgrLx8hckJ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617243.0847,15735000.659291,16617246.41423,15734997.329737,6,6,0.9996912800000001,0.99977075,0.99974301,0.9997923
372005437,1759925707,5k6Jz9AWGt7HLfetejgaa6Q1d6eX6u1QARKAzPR4tTVquWjybec9wHANcLSipWLPkKWAavRF3CqjPCNE6qbg3E4C,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.9997,0.99978487,0.9997430700000001,0.9997923200000001
372005128,1759925585,3D7FtbTprnLCaCsR9dCzfRwRKnVuvpCtZJ3qgBYdSTspcMFgL1Ff5ee3fekoTEYJ36PYoT5igPKr9hdgiK9gcqQg,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617247.483787,15734996.259291,16617243.0847,15735000.659291,6,6,0.99967573,0.9997733400000001,0.9997444600000001,0.9997930500000001
372004912,1759925501,4yxGjLNddy9yJUYNdW5Sr4eHjXDmbp8GEN3iAZ25tvsTNRoQGyQcbMdLjBGYNuT2ibg4LNsrd2URjCZps55Gp8hw,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16617250.02846,15734993.714089,16617247.483787,15734996.259291,6,6,0.9997,0.99977793,0.9997457000000001,0.99979331
372004818,1759925464,55DhTMjYPQQRMybspRZhQ3VSZ7DsSZJB2vsB4WQmh6aSeCUQ8S8dCAc1s6avjSq8ZbVvcWDF39Y8tfSQhqNiDYEm,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16625690.516403,15740980.02301,16617250.02846,15734993.714089,6,6,0.99968209,0.99978696,0.99974621,0.99979332
372004793,1759925454,44uqJNKPC4ip8ZWCJzKd2MfZKxxp2cLkQ3nAGyeB6YJwHSQwEM2YQcfcziwn5uu45H9ALJ6UWeFoE5zuA7T7x56b,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16625689.247574,15740981.291848,16625690.516403,15740980.02301,6,6,0.99969495,0.99977905,0.9997464,0.99979334
372002964,1759924730,2CdfKTJ8phW4RjikCZV8vyeDDP3FcXX1aiEa4xDKY77LYaoi9x25SiR2aKJDkNsiFSYe4e9oyWhghHVh6NbUxxzS,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,2633.717382,15740996.969027,2633.717382,15740981.291848,6,6,0.99971563,0.9997702700000001,0.99975095,0.9997951900000001
372002936,1759924719,AkzEwhDACSniBk59E83BxVXHBk4mGAvzHEJSM2Qu7vGaBu3Yk6M1vXKdqfGC6jAkbnkAShwiCN3mw8X5VDEVXEp,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16625687.645157,15740998.572768,16625689.248887,15740996.969027,6,6,0.9997581,0.99977447,0.99975091,0.9997952600000001
372002881,1759924697,2w3em8ibtZmCHK7Dcf9WVG6Fg38Dz22Cqxk8agfYrhUtEXscZfS36gsh2gNfByzzs7dMgjKPsqqN4zpiK28v8pdw,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16714704.643253,15651963.417768,16625687.645157,15740998.572768,6,6,0.99970912,0.99976788,0.99975116,0.99979544
372001204,1759924040,qZ7QGpDx6meMMZcpuD27QDoyWkZ2NULkVivvFegt1FWB5xsTcFbUCT2dznnGw55dVSe2CFpQ3U4X42Zv85zGaSD,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808723.274026,15557926.287768,16714704.643253,15651963.417768,6,6,0.99970935,0.99976579,0.99975576,0.99980117
372000391,1759923719,5VUQmpuDLUC65tDTio5jf3xcinGbMBnuAAhDDLLwfBKj9RoR4Aspn8hoR4M8sLEa4cFPZYfhSkUtEC8zd8TQF96Y,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808720.134814,15557929.426958,16808723.274026,15557926.287768,6,6,0.99974597,0.99978468,0.99975947,0.99980274
371999807,1759923489,36SDs5KRwQkjBxRUdvka2GSzxmG5hRzAF5aN6sGcsRXcVzkN8sG1wzp7Ey9rHENnbYZhtgAYTW6Sc1qCEwzFRcNT,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808717.133203,15557932.428547,16808720.134814,15557929.426958,6,6,0.99973517,0.9997984,0.9997618300000001,0.99980345
371997408,1759922535,2AZVX16DpqnriWc95EDunW6Emy9dzaijLQBcXnNA26tF2VJyw813echhpnn9SrU3xeJCpRUTYHeEXG1Q9XNRbtVL,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808713.806929,15557935.754797,16808717.133203,15557932.428547,6,6,0.99976332,0.9998281800000001,0.99976657,0.99980231
371996820,1759922306,3gob5PNHF2TEvuKP6d3PW5ouDSpWbiGTnkRTpa5BM9JHnK9GJG2YjpBtP1BfGsUfPvAet9kc3MmppsotYR4PoQNM,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808710.805253,15557938.756451,16808713.806929,15557935.754797,6,6,0.99979304,0.999837,0.99976623,0.9998001200000001
371996690,1759922254,5MzjTXdW4YNpujueGcw2zuRLMtjoz6U718EM4d6UKNYk3B2nsiycsBDvgZVRQfSZ2dQUh3uPhim2wU5DspVFm8Tf,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808709.30067,15557940.261022,16808710.805253,15557938.756451,6,6,0.9997890500000001,0.99983153,0.99976603,0.9997993700000001
371995641,1759921835,5y2ZuxX4iCjxpSRu1BNmzx5cHQ47uJDWo9hZ5Zy1LHyJ9N2oKpqGFYazaNc3aZtyKnUQH7735LWPiV8WF3ZY9nmF,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808710.290074,15557939.271426,16808709.30067,15557940.261022,6,6,0.99978948,0.99983543,0.99976306,0.9997952
371994714,1759921470,PrkZ5vzd1WbzYmzVoxPG5vA6ydoPdnwqfKx5LYr7BpLbAKAHPTEjHBYACmKC44nVUwGPiSUaTpckffLE1TvJAPM,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808613.883179,15557851.257088,16808710.290074,15557939.271426,6,6,0.99977752,0.99979694,0.99976012,0.9997932900000001
371994641,1759921442,5Ac83op2euvKLtsarwYbHJ8QDGNXU9GhPS2CXYszUV6wX59uuvr9NowB913TStRW5rsm5QS3UT8HeGdNjLmZFy8U,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99979684,0.99979998,0.99976002,0.99979325
371994075,1759921215,5ZVU8mmHpY2bpZRrvtQDuef1DKRVE28oF4SZgBHDyLvP1KSjLZBgEQ2ioQEuyjgQc4eYS7J48kRj7aPGj5aoXmfG,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808201.478033,15557474.753253,16808613.883179,15557851.257088,6,6,0.99978619,0.99975452,0.9997578,0.99979361
371993992,1759921182,3wBZMk7dvVLf1ZCBo6auTD8y7xvZDsKX6u284KkhPqbKiwj7CLgb2oB7FnNY74QNREavLPmmDReVYggiFQPetLVu,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99979787,0.9997919900000001,0.99975744,0.99979363
371993655,1759921046,3zBNrdnMtEoCMsKeZ15ZQeAuJ1kKPjR8aqSPfBuRPemSq1Kb4oXdfG82mXhAzVpp3u9N62neKKvsU12FVsxrzMnq,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808087.560148,15557370.752318,16808201.478033,15557474.753253,6,6,0.99978697,0.99979392,0.9997561300000001,0.9997937100000001
371993546,1759921003,m9CjQXkAJve3ZAeU32Ge2dh6sz52Hmq48K7mH8tCtrrsjDTiidF8DVndZo7Ah8SDYXyTN5hFTkdQEC9G5EeAYdk,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.9998,0.99978987,0.99975581,0.99979372
371992502,1759920591,2CNPgcobPK2KdCQrWJu9asWHS51kixAvXy2DHomSVmce33jynXSMMpuYfHp51qJAxrkGGdM3ceDkw5cuyi11McDB,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99976555,0.99980009,0.9997575,0.99979381
371990367,1759919750,aMGLKhFkp2QhtqoFG1gJ5xEpuZESVEBk8wDpbMEQpKsqEBuLQTtkUc4xDTRx9rDshSc9Tyu78bnMAS3RhKx1rBt,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808092.23328,15557366.078283,16808087.560148,15557370.752318,6,6,0.99980091,0.99977173,0.99975541,0.99979575
371989629,1759919458,3HcmYqKjNYruUhy9Qg2TnqeW1Ko5NSfqJwcM5geQiyCtAPSMNANc5jE17RP2PRArxYFhyudRfd12stZkJ8zvhNMZ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16808091.790632,15557366.520927,16808092.23328,15557366.078283,6,6,0.9997555,0.99980046,0.9997574300000001,0.9997962
371988791,1759919125,2BnejKMYajF4M1dpNKWCRxTkfhdYm81vzm9oqctL7MgSmYsJo8qJt3mYmNFEpEHQUDzCcYY1NoiSCxfSnYkexS8,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16817066.688262,15548389.89379,16808091.790632,15557366.520927,6,6,0.99978935,0.99979916,0.99975676,0.99979585
371988520,1759919016,44uUWXBh6KssPagtrqNLvYoAqcHc8mR75dBERYwDtHHTGBuvdcAADNygUZVoCUJN36eRFnRiFJQC9b4bKNChFJSe,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,2633.717382,15548407.418336,2633.717382,15548389.89379,6,6,0.99977834,0.99979885,0.9997557100000001,0.99979555
371988384,1759918962,pVdEKJ9ta3xsLmrg6uadsUZLwkrsiQVnLfbMmq52WzbXZnojz6FDxuiUW8dXzKXG1DLZu8UbV3xt92VVBKjeqU2,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16914048.406177,15451407.418336,16817066.690236,15548407.418336,6,6,0.99978606,0.99979932,0.99975523,0.99979547
371988161,1759918873,5oDWcmKnFiQECd5qUckY9dfFheEmYVspy3vqiQArG2q1Tn9RZ2nEp8u3UGX729LnFgUydz4bhNdxWHQ3JrXT2Uz7,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16913993.068779,15451357.570277,16914048.406177,15451407.418336,6,6,0.9997764,0.99979226,0.9997546900000001,0.99979549
371988008,1759918812,3WC6y8JQ6ohRbJC8kMvynXhPRAQKVCZHgzdCSBdeL6ENJekEvqjSA1J3gKJ16AsBdXuP2NFHTsQQ67Snur4qUmRK,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99976801,0.99980616,0.99975451,0.99979536
371987602,1759918652,2ShddUoXrgipSLCRAR7D253eRYiZCoPhyzVgxherHUvUqp2u39euWSBYYGxZbMJzMtswLTWf485ePLxJw4pwWutd,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16923782.938918,15441565.895619,16913993.068779,15451357.570277,6,6,0.9997677,0.999811,0.99975315,0.9997948
371987174,1759918482,2vzo9KT6EpREt6uyRKBwz644861vzTpNFVFwrmuPJQ6FaH5oDfAHeA8xdFp7URUoFqyRpn1hmxeLxAdzRkHUGi6,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16922203.828743,15440145.188922,16923782.938918,15441565.895619,6,6,0.99975776,0.99980167,0.99975269,0.99979432
371987077,1759918444,wVE7q85HLJwHtDADP6C26xW5mDZgEVcsxQq4a1j4mDejvBbrar6qpg2WRnUFeYZeuokKk5WMnKYioYPkboaF8PD,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99978089,0.99980884,0.9997525500000001,0.9997942400000001
371986936,1759918388,2WXFsejxW3AjKKJ73YNPvxBpyo8MMerko8g1EiTyyvsjGH8s759qFW4jvqDL3WtoQDf4bKDgfeuVjXXrj5NaaBwD,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16922087.394755,15440040.434644,16922203.828743,15440145.188922,6,6,0.99977457,0.9998088900000001,0.99975196,0.99979409
371986781,1759918324,2pPbGTid8v48dEos46UqUguzmtm4aqmuctYfQuFGsLa4MLQG2aypoVG82w2qU1BdHhbJEzWhSdGSbUKTD3yxi8D1,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99976611,0.99981953,0.9997514000000001,0.99979374
